Customer ID,Recency,Frequency,Monetary,Cluster_KMeans
JE-5745,194.0,7,2275.5,2
JE-6165,36.0,8,4555.716,2
JF-15190,6.0,28,17064.7075,1
JF-15295,104.0,24,20382.2503,1
JF-15355,13.0,22,7343.566,1
JF-15415,2.0,23,14717.46588,1
JF-15490,4.0,30,9234.53286,1
JF-15565,1.0,29,19844.14866,1
JF-5190,597.0,8,3510.1679999999997,0
JF-5295,63.0,8,2433.942,2
JF-5355,96.0,9,3475.7639999999997,2
JF-5415,37.0,11,8227.02,2
JF-5490,99.0,7,1487.385,2
JF-5565,551.0,6,3776.7000000000003,0
JG-15115,68.0,19,12801.82588,1
JG-15160,1.0,32,19963.41,1
JG-15310,2.0,24,12733.7039,1
JG-15805,0.0,37,22015.3862,1
JG-5115,5.0,9,2907.678,2
JG-5160,16.0,8,1588.116,2
JG-5310,43.0,5,836.994,2
JG-5805,133.0,3,208.38,2
JH-15430,5.0,31,11806.1963,1
JH-15820,13.0,31,23586.7205,1
JH-15910,41.0,32,12532.7177,1
JH-15985,11.0,38,18863.4044,1
JH-16180,69.0,31,18267.0064,1
JH-5430,7.0,9,883.476,2
JH-5820,42.0,7,2359.011,2
JH-5910,40.0,8,4013.994,2
JH-5985,184.0,7,2073.48,2
JH-6180,154.0,9,5651.8949999999995,2
JJ-15445,33.0,19,9696.8474,1
JJ-15760,2.0,28,18103.64108,1
JJ-5445,199.0,6,2490.204,2
JJ-5760,491.0,6,1890.126,0
JK-15205,61.0,24,10917.0012,1
JK-15325,77.0,28,17000.84332,1
JK-15370,1.0,27,10189.51404,1
JK-15625,1.0,27,12754.4081,1
JK-15640,0.0,26,12637.4495,1
JK-15730,48.0,34,20825.892,1
JK-16090,8.0,33,21918.73684,1
JK-16120,97.0,26,13134.71664,1
JK-5205,591.0,5,1617.6,0
JK-5325,460.0,3,203.38799999999998,0
JK-5370,344.0,6,3211.452,2
JK-5625,316.0,8,4364.763,2
JK-5640,894.0,4,428.43,0
JK-5730,488.0,6,5862.87,0
JK-6090,12.0,5,1215.516,2
JK-6120,140.0,6,2513.07,2
JL-15130,8.0,28,12908.49914,1
JL-15175,6.0,27,13499.87246,1
JL-15235,13.0,24,18725.38964,1
JL-15505,131.0,22,8631.695,1
JL-15835,36.0,30,22594.043,1
JL-15850,44.0,22,8497.68,1
JL-5130,197.0,12,5765.400000000001,2
JL-5175,124.0,5,1353.09,2
JL-5235,1.0,4,1751.712,2
JL-5505,341.0,3,2729.3399999999997,2
JL-5835,313.0,7,3388.275,2
JM-15250,35.0,24,15594.46182,1
JM-15265,37.0,29,15036.5537,1
JM-15535,14.0,20,6942.403,1
JM-15580,0.0,24,13295.857,1
JM-15655,8.0,34,16294.727060000001,1
JM-15865,68.0,29,20841.946500000002,1
JM-16195,140.0,25,7825.5646,1
JM-5250,6.0,5,2424.201,2
JM-5265,257.0,4,1131.912,2
JM-5535,1038.0,5,847.827,0
JM-5580,69.0,5,880.3230000000001,2
JM-5655,122.0,8,3602.67,2
JM-5865,70.0,6,1544.268,2
JM-6195,12.0,8,1200.492,2
JO-15145,64.0,23,10440.976,1
JO-15280,14.0,21,7123.5651,1
JO-15550,71.0,19,4002.8940000000002,2
JO-5145,5.0,6,2904.714,2
JO-5280,160.0,4,1694.8500000000001,2
JO-5550,12.0,9,4203.78,2
JP-15460,36.0,26,10916.36982,1
JP-15520,8.0,26,16429.04996,1
JP-16135,43.0,34,10163.5086,1
JP-5460,188.0,10,3294.018,2
JP-5520,583.0,4,2227.524,0
JP-6135,162.0,8,4432.650000000001,2
JR-15670,12.0,20,13338.0916,1
JR-15700,7.0,18,9568.31976,1
JR-16210,18.0,21,12589.959,1
JR-5670,128.0,6,2585.034,2
JR-5700,13.0,6,1673.163,2
JR-6210,37.0,6,1033.29,2
JS-15595,5.0,18,9334.6385,1
JS-15685,40.0,26,14338.5195,1
JS-15880,11.0,20,10443.1001,1
JS-15940,5.0,15,3874.766,2
JS-16030,72.0,32,19218.81298,1
JS-5595,679.0,6,806.691,0
JS-5685,275.0,5,1944.06,2
JS-5880,953.0,6,1745.997,0
JS-5940,134.0,13,2927.3399999999997,2
JS-6030,218.0,4,1573.038,2
JW-15220,12.0,34,23103.7263,1
JW-15955,5.0,30,10640.8287,1
JW-16075,1.0,25,19852.773,1
JW-5220,100.0,6,7184.724,2
JW-5955,106.0,2,307.8,2
JW-6075,826.0,4,747.21,0
KA-16525,16.0,35,17449.90012,1
KA-6525,93.0,7,1429.884,2
KB-16240,4.0,27,9900.698,1
KB-16315,2.0,29,14542.76228,1
KB-16405,41.0,28,13786.0925,1
KB-16585,93.0,27,16385.749499999998,1
KB-16600,1.0,25,10295.9567,1
KB-6240,201.0,7,1945.32,2
KB-6315,311.0,11,2957.715,2
KB-6405,741.0,3,238.548,0
KB-6585,371.0,2,216.78000000000003,0
KB-6600,9.0,11,1167.738,2
KC-16255,44.0,27,9321.9643,1
KC-16540,41.0,25,18897.130259999998,1
KC-16675,2.0,23,13531.28104,1
KC-6255,564.0,8,1094.358,0
KC-6540,33.0,7,505.893,2
KD-16270,36.0,29,23204.2675,1
KD-16345,41.0,15,11157.0404,1
KD-16495,46.0,36,24996.5031,1
KD-16615,75.0,24,12348.44362,1
KD-6345,75.0,6,536.46,2
KD-6495,398.0,4,1454.76,0
KD-6615,186.0,3,205.98,2
KE-16420,47.0,31,12928.68672,1
KE-6420,251.0,4,622.452,2
KF-16285,37.0,21,15164.8685,1
KF-6285,32.0,9,3100.152,2
KH-16330,16.0,26,15045.6445,1
KH-16360,1.0,28,9983.5094,1
KH-16510,36.0,26,15340.396,1
KH-16630,8.0,27,7220.70456,1
KH-16690,2.0,39,18158.4601,1
KH-6330,102.0,13,3371.208,2
KH-6360,100.0,7,2221.365,2
KH-6510,15.0,7,1544.34,2
KH-6630,491.0,5,1795.866,0
KH-6690,1229.0,7,1696.014,0
KL-16555,15.0,26,12064.3877,1
KL-16645,47.0,28,22553.1085,1
KL-6555,312.0,7,2184.06,2
KL-6645,0.0,5,1576.296,2
KM-16225,0.0,18,7754.5516,1
KM-16375,2.0,28,16394.46064,1
KM-16660,15.0,29,10785.2626,1
KM-16720,107.0,23,14041.02,1
KM-6225,371.0,3,891.3629999999999,0
KM-6375,321.0,5,2124.699,2
KM-6660,986.0,3,188.544,0
KM-6720,349.0,3,2928.654,2
KN-16390,62.0,29,19350.14634,1
KN-16450,37.0,26,16294.6981,1
KN-16705,98.0,19,5884.778,2
KN-6450,93.0,8,1767.282,2
KN-6705,123.0,5,4830.858,2
KS-16300,35.0,21,5103.36318,1
KS-6300,106.0,4,221.61,2
KT-16465,43.0,32,15725.0362,1
KT-16480,100.0,20,6240.6521,1
KT-6465,105.0,7,1532.124,2
KT-6480,216.0,7,2119.74,2
KW-16435,41.0,23,15319.9656,1
KW-16570,124.0,34,9256.0553,1
KW-6435,1413.0,4,427.28999999999996,0
KW-6570,48.0,6,2577.7200000000003,2
LA-16780,13.0,34,24273.0019,1
LA-6780,1.0,12,3589.44,2
LB-16735,9.0,29,12686.03922,1
LB-16795,39.0,31,24589.87022,1
LB-6735,137.0,7,1897.95,2
LB-6795,103.0,8,1796.115,2
LC-16870,98.0,21,9859.89236,1
LC-16885,16.0,29,17058.8144,1
LC-16930,41.0,26,11660.69496,1
LC-16960,2.0,22,11812.0975,1
LC-17050,4.0,23,12933.87382,1
LC-17140,13.0,30,13128.24376,1
LC-6870,104.0,8,1220.451,2
LC-6885,471.0,9,1828.086,0
LC-6930,71.0,9,5080.688999999999,2
LC-6960,191.0,8,2487.402,2
LC-7050,6.0,7,7193.652,2
LC-7140,16.0,6,2954.43,2
LD-16855,42.0,30,13361.93258,1
LD-17005,102.0,27,11461.65464,1
LD-6855,139.0,8,2822.706,2
LD-7005,43.0,6,361.686,2
LE-16810,14.0,24,10429.2537,1
LE-6810,63.0,6,1049.52,2
LF-17185,33.0,22,12864.7205,1
LF-7185,379.0,5,556.518,0
LH-16750,12.0,22,7945.0902,1
LH-16900,138.0,29,12098.37728,1
LH-17020,41.0,18,8189.785800000001,1
LH-17155,75.0,29,14063.4898,1
LH-6750,125.0,5,745.65,2
LH-6900,306.0,3,840.792,2
LH-7020,370.0,3,973.212,0
LH-7155,127.0,8,3228.75,2
LL-16840,92.0,26,11287.78406,1
LL-6840,35.0,9,3649.152,2
LM-17065,104.0,18,9249.383,1
LM-7065,7.0,4,6280.47,2
LO-17170,2.0,28,11256.3236,1
LO-7170,4.0,7,2281.185,2
LP-17080,40.0,24,7631.9895,1
LP-17095,9.0,26,15598.1516,1
LP-7080,184.0,7,1831.338,2
LP-7095,0.0,4,1011.36,2
LR-16915,132.0,26,22434.08756,1
LR-17035,45.0,26,16118.9722,1
LR-6915,684.0,3,468.654,0
LR-7035,106.0,9,2677.98,2
LS-16945,189.0,20,10420.11776,1
LS-16975,32.0,22,8646.9157,1
LS-17200,15.0,24,15258.74122,1
LS-17230,4.0,24,10577.17148,1
LS-17245,34.0,24,10758.988000000001,1
LS-6945,6.0,12,2726.034,2
LS-6975,292.0,5,716.184,2
LS-7200,383.0,4,340.656,0
LS-7230,99.0,10,1164.348,2
LS-7245,217.0,6,953.151,2
LT-16765,6.0,30,17253.78294,1
LT-17110,34.0,26,12986.77316,1
LT-6765,8.0,4,1365.33,2
LT-7110,77.0,6,8234.994,2
LW-16825,62.0,20,9990.855239999999,1
LW-16990,33.0,23,9111.8495,1
LW-17125,41.0,16,5369.269,2
LW-17215,43.0,24,10529.49144,1
LW-6825,32.0,11,881.754,2
LW-6990,14.0,11,1869.771,2
LW-7125,33.0,9,2677.341,2
LW-7215,132.0,5,1522.014,2
MA-17560,64.0,24,10813.79188,1
MA-17995,42.0,22,10006.45034,1
MA-7560,232.0,4,1628.166,2
MA-7995,16.0,11,1928.007,2
MB-17305,1.0,27,16729.34532,1
MB-18085,44.0,30,14744.230880000001,1
MB-7305,201.0,8,4874.589,2
MB-8085,11.0,8,1703.508,2
MC-17275,44.0,34,11680.0495,1
MC-17425,65.0,30,15055.40518,1
MC-17575,31.0,33,14281.65306,1
MC-17590,70.0,25,10118.84168,1
MC-17605,78.0,26,13019.2019,1
MC-17635,5.0,34,21113.5107,1
MC-17845,1.0,31,14947.88402,1
MC-18100,41.0,33,11353.7466,1
MC-18130,275.0,23,8532.703,1
MC-7275,370.0,5,4301.043,0
MC-7425,35.0,5,1489.851,2
MC-7575,9.0,8,3619.188,2
MC-7590,336.0,3,1554.06,2
MC-7605,195.0,2,208.41,2
MC-7845,34.0,4,991.728,2
MC-8100,104.0,3,659.34,2
MC-8130,287.0,5,826.35,2
MD-17350,93.0,30,16455.32732,1
MD-17860,36.0,28,15575.64874,1
MD-7350,313.0,6,1374.198,2
MD-7860,103.0,5,6853.512,2
ME-17320,5.0,30,24527.029,1
ME-17725,61.0,28,7839.8866,1
ME-18010,42.0,27,10547.63192,1
ME-7320,133.0,10,1720.1879999999999,2
ME-7725,11.0,11,2083.875,2
MF-17665,62.0,29,13366.53134,1
MF-18250,7.0,32,20425.299600000002,1
MF-7665,48.0,3,161.91,2
MF-8250,62.0,6,1517.5500000000002,2
MG-17650,79.0,21,12717.26968,1
MG-17680,36.0,28,16061.6441,1
MG-17695,0.0,25,16221.6268,1
MG-17875,5.0,33,14452.82062,1
MG-17890,5.0,29,13162.2489,1
MG-18145,2.0,24,18147.9582,1
MG-18205,2.0,29,16362.8956,1
MG-7650,495.0,1,301.71,0
MG-7680,74.0,9,4298.478,2
MG-7695,335.0,7,2104.596,2
MG-7875,403.0,1,80.19,0
MG-7890,373.0,1,19.128,0
MG-8145,281.0,3,5229.1140000000005,2
MG-8205,1.0,7,1648.944,2
MH-17290,37.0,25,13718.69666,1
MH-17440,8.0,25,7945.0458,1
MH-17455,139.0,27,9974.27472,1
MH-17620,104.0,20,11038.31378,1
MH-17785,0.0,26,11676.13204,1
MH-18025,73.0,19,11753.7025,1
MH-18115,5.0,26,12017.105,1
MH-7290,737.0,3,1685.34,0
MH-7440,96.0,8,3357.7799999999997,2
MH-7455,92.0,10,4747.371,2
MH-7620,245.0,7,1179.666,2
MH-7785,7.0,9,1914.834,2
MH-8025,14.0,9,1095.426,2
MH-8115,139.0,7,1260.702,2
MJ-17740,94.0,26,15347.655,1
MJ-7740,159.0,4,1136.898,2
MK-17905,63.0,31,13202.4489,1
MK-18160,33.0,20,10043.3188,1
MK-7905,219.0,11,1244.955,2
MK-8160,40.0,10,2697.066,2
ML-17395,0.0,25,14507.07948,1
ML-17410,33.0,30,14981.7043,1
ML-17755,1.0,28,14425.1044,1
ML-18040,7.0,19,8677.599,1
ML-18265,100.0,26,14674.00116,1
ML-7395,132.0,7,1049.4,2
ML-7410,169.0,3,193.134,2
ML-7755,309.0,7,1108.5,2
ML-8040,44.0,7,1690.896,2
ML-8265,8.0,9,1170.72,2
MM-17260,4.0,26,15713.71812,1
MM-17920,7.0,33,20383.654,1
MM-18055,15.0,25,11163.587,1
MM-18280,12.0,25,7134.304,1
MM-7260,131.0,5,5510.358,2
MM-7920,160.0,6,1350.03,2
MM-8055,33.0,8,1924.911,2
MM-8280,71.0,10,3586.695,2
MN-17935,8.0,21,12870.93412,1
MN-7935,107.0,6,2175.33,2
MO-17500,36.0,24,10314.4082,1
MO-17800,6.0,25,13709.1228,1
MO-17950,6.0,14,4527.392,2
MO-7500,281.0,5,810.8699999999999,2
MO-7800,14.0,9,4294.2660000000005,2
MO-7950,98.0,3,933.192,2
MP-17470,5.0,28,12928.8028,1
MP-17965,72.0,39,17228.4977,1
MP-18175,16.0,36,22045.252800000002,1
MP-7965,196.0,8,567.093,2
MP-8175,168.0,6,2169.174,2
MR-17545,97.0,23,19246.7123,1
MR-7545,100.0,6,2325.24,2
MS-17365,5.0,34,20317.0067,1
MS-17530,15.0,25,13335.04236,1
MS-17710,33.0,26,8500.63026,1
MS-17770,34.0,36,17382.93504,1
MS-17830,63.0,26,11783.3973,1
MS-17980,69.0,27,16210.5722,1
MS-7365,224.0,5,1365.54,2
MS-7530,502.0,8,1456.806,0
MS-7710,63.0,8,1529.46,2
MS-7770,98.0,6,538.56,2
MS-7830,4.0,8,4322.904,2
MS-7980,6.0,5,1654.644,2
MT-17815,63.0,27,13845.5188,1
MT-18070,127.0,24,10920.3999,1
MT-7815,526.0,6,1500.588,0
MT-8070,499.0,7,6851.922,0
MV-17485,16.0,27,10563.3673,1
MV-18190,97.0,30,15577.035600000001,1
MV-7485,470.0,5,952.536,0
MV-8190,7.0,8,3995.04,2
MW-18220,17.0,28,20592.081299999998,1
MW-18235,16.0,24,17933.0609,1
MW-8220,44.0,8,2476.497,2
MW-8235,0.0,6,1070.772,2
MY-17380,36.0,28,14724.1472,1
MY-18295,0.0,29,25570.49418,1
MY-7380,365.0,4,1745.5739999999998,0
MY-8295,43.0,10,4072.167,2
MZ-17335,36.0,26,14463.9343,1
MZ-17515,43.0,25,13383.976840000001,1
MZ-7335,250.0,5,3494.226,2
MZ-7515,78.0,9,3193.161,2
NB-18580,460.0,10,4875.5984,0
NB-18655,38.0,22,9647.2046,1
NB-8580,428.0,7,1059.477,0
NB-8655,227.0,5,434.616,2
NC-18340,5.0,22,13905.34712,1
NC-18415,39.0,19,9255.794,1
NC-18535,6.0,22,11054.378,1
NC-18625,105.0,29,16901.51758,1
NC-8340,35.0,9,2707.962,2
NC-8415,106.0,5,1503.426,2
NC-8535,138.0,7,1250.871,2
NC-8625,461.0,2,442.32,0
ND-18370,12.0,23,10913.15082,1
ND-18460,5.0,22,12061.44172,1
ND-8370,33.0,6,2790.234,2
ND-8460,8.0,10,2722.98,2
NF-18385,7.0,32,28044.3595,1
NF-18475,6.0,22,10630.9149,1
NF-18595,11.0,22,10535.301519999999,1
NF-8385,1.0,11,3736.899,2
NF-8475,43.0,7,2019.006,2
NF-8595,1107.0,5,1731.936,0
NG-18355,48.0,21,9262.72936,1
NG-18430,47.0,28,18970.41454,1
NG-8355,103.0,7,2746.47,2
NG-8430,18.0,8,3749.829,2
NH-18610,70.0,22,19181.9263,1
NH-8610,5.0,6,2121.522,2
NK-18490,70.0,24,11483.193,1
NK-8490,1175.0,4,2395.35,0
NL-18310,61.0,25,10587.3308,1
NM-18445,160.0,32,20223.2359,1
NM-18520,36.0,27,12328.606,1
NM-8445,33.0,9,4053.7200000000003,2
NM-8520,158.0,1,1540.53,2
NP-18325,1.0,25,11778.491,1
NP-18670,62.0,19,12839.01426,1
NP-18685,14.0,30,11363.4332,1
NP-18700,135.0,27,14036.4335,1
NP-8325,15.0,8,1336.686,2
NP-8670,226.0,6,2871.87,2
NP-8685,279.0,4,4994.849999999999,2
NP-8700,37.0,6,1880.622,2
NR-18550,2.0,26,10993.42058,1
NR-8550,14.0,8,1898.481,2
NS-18505,6.0,25,14834.28974,1
NS-18640,36.0,37,14866.087,1
NS-8505,13.0,5,962.8530000000001,2
NS-8640,47.0,8,1771.437,2
NW-18400,190.0,26,15326.833059999999,1
NW-8400,677.0,7,7046.736,0
NZ-18565,109.0,26,19941.69812,1
NZ-8565,99.0,4,328.584,2
ON-18715,47.0,33,17763.94824,1
ON-8715,459.0,5,1507.758,0
OT-18730,33.0,32,19493.76566,1
OT-8730,471.0,4,265.05,0
PA-19060,74.0,21,6723.23276,1
PA-9060,289.0,6,3670.581,2
PB-18805,8.0,19,12075.39774,1
PB-19105,99.0,16,8087.781,2
PB-19150,5.0,33,7907.2555600000005,1
PB-19210,8.0,27,18967.662,1
PB-8805,342.0,9,2787.672,2
PB-9105,0.0,4,1808.208,2
PB-9150,41.0,10,3478.443,2
PB-9210,307.0,7,5302.197,2
PC-18745,2.0,21,10693.49644,1
PC-19000,32.0,18,9474.0653,1
PC-9000,676.0,4,1160.43,0
PF-19120,93.0,28,27993.04966,1
PF-19165,196.0,36,16018.8427,1
PF-19225,2.0,30,11915.1997,1
PF-9120,188.0,10,1882.95,2
PF-9165,34.0,7,2007.642,2
PF-9225,14.0,7,1474.272,2
PG-18820,35.0,35,14635.9446,1
PG-18895,2.0,28,13941.6862,1
PG-8820,917.0,6,1846.56,0
PG-8895,557.0,6,1981.302,0
PH-18790,70.0,19,9435.5663,1
PH-8790,184.0,8,1746.8400000000001,2
PJ-18835,39.0,19,13639.502,1
PJ-19015,42.0,22,9230.87916,1
PJ-8835,42.0,6,801.405,2
PJ-9015,196.0,8,6612.66,2
PK-18910,98.0,16,7282.58156,2
PK-19075,8.0,29,17668.910499999998,1
PK-8910,231.0,4,948.456,2
PK-9075,494.0,3,992.784,0
PL-18925,15.0,20,14256.7186,1
PM-18940,41.0,23,12893.5944,1
PM-19135,12.0,22,9857.6599,1
PM-8940,466.0,9,1448.856,0
PM-9135,1136.0,6,1429.296,0
PN-18775,15.0,33,11370.46522,1
PN-8775,883.0,5,1522.1100000000001,0
PO-18850,4.0,41,25274.4702,1
PO-18865,0.0,35,21051.0598,1
PO-19180,160.0,24,16753.1715,1
PO-19195,218.0,21,10872.01088,1
PO-8850,127.0,4,1432.9859999999999,2
PO-8865,352.0,6,2973.15,2
PO-9180,502.0,9,1231.068,0
PO-9195,33.0,8,8227.356,2
PP-18955,63.0,30,21884.1846,1
PP-8955,14.0,3,359.061,2
PR-18880,36.0,29,13243.62082,1
PR-8880,196.0,5,1085.6399999999999,2
PS-18760,35.0,28,15926.5494,1
PS-18970,32.0,33,18222.40482,1
PS-19045,34.0,26,29252.3194,1
PS-8760,347.0,5,1706.202,2
PS-8970,124.0,4,1395.948,2
PS-9045,61.0,7,829.356,2
PT-19090,6.0,25,8370.783,1
PT-9090,2.0,5,4686.03,2
PV-18985,8.0,28,12540.661,1
PV-8985,230.0,6,6390.636,2
PW-19030,7.0,31,12810.05846,1
PW-19240,1.0,24,7186.1398,1
PW-9030,275.0,7,1081.002,2
PW-9240,61.0,7,1237.53,2
QJ-19255,251.0,23,18192.9231,1
QJ-9255,61.0,5,387.051,2
RA-19285,5.0,24,16816.427,1
RA-19885,43.0,23,15435.49908,1
RA-19915,12.0,27,20975.19342,1
RA-19945,1.0,23,11696.0283,1
RA-9285,254.0,14,6226.686,2
RA-9885,125.0,8,503.26800000000003,2
RA-9915,139.0,2,420.65999999999997,2
RA-9945,223.0,9,2044.587,2
RB-19330,15.0,32,18359.76862,1
RB-19360,75.0,25,29197.634599999998,1
RB-19435,41.0,28,11618.07552,1
RB-19465,0.0,36,17178.4394,1
RB-19570,36.0,25,10961.631,1
RB-19645,223.0,22,5973.5944,1
RB-19705,16.0,16,9288.0836,1
RB-19795,32.0,35,19056.88134,1
RB-9330,139.0,8,4538.256,2
RB-9360,93.0,4,404.508,2
RB-9435,216.0,6,3179.154,2
RB-9465,287.0,3,3675.2400000000002,2
RB-9570,834.0,5,586.761,0
RB-9645,1100.0,3,282.594,0
RB-9705,247.0,12,6018.072,2
RB-9795,678.0,5,255.288,0
RC-19825,345.0,25,7916.6733,1
RC-19960,196.0,22,7897.8691,1
RC-9825,741.0,1,37.44,0
RC-9960,184.0,5,1639.965,2
RD-19480,0.0,27,16487.1909,1
RD-19585,34.0,31,16315.107899999999,1
RD-19660,93.0,21,12947.9651,1
RD-19720,47.0,30,10902.5255,1
RD-19810,14.0,30,7091.09996,1
RD-19900,32.0,29,13485.748,1
RD-19930,42.0,22,9293.58832,1
RD-9480,47.0,6,1061.73,2
RD-9585,35.0,7,5168.4,2
RD-9660,374.0,9,3391.788,0
RD-9720,70.0,8,3833.712,2
RD-9810,217.0,7,3214.788,2
RD-9900,92.0,10,4837.2210000000005,2
RD-9930,103.0,11,6523.392,2
RE-19405,33.0,21,12073.09218,1
RE-19450,293.0,18,10660.48524,1
RE-9405,71.0,6,1967.403,2
RE-9450,15.0,12,5678.7029999999995,2
RF-19345,64.0,27,13391.2718,1
RF-19735,1.0,23,12139.0877,1
RF-19840,6.0,31,15077.47568,1
RF-9345,6.0,5,3208.026,2
RF-9840,138.0,6,571.722,2
RH-19495,31.0,28,13295.7486,1
RH-19510,107.0,25,11599.392960000001,1
RH-19555,7.0,21,8944.311,1
RH-19600,6.0,21,4629.69556,2
RH-9495,96.0,3,3057.21,2
RH-9510,700.0,7,1837.788,0
RH-9555,1261.0,8,8753.469,0
RH-9600,464.0,8,3340.4700000000003,0
RK-19300,127.0,26,13480.92458,1
RK-9300,64.0,4,519.12,2
RL-19615,124.0,23,14866.82448,1
RL-9615,645.0,8,2420.226,0
RM-19375,18.0,25,16077.68112,1
RM-19675,4.0,19,11151.9605,1
RM-19750,16.0,19,6475.01086,1
RM-9375,9.0,7,2239.446,2
RM-9675,36.0,8,1715.094,2
RM-9750,40.0,7,929.175,2
RO-19780,35.0,29,18833.4355,1
RO-9780,4.0,9,3080.1059999999998,2
RP-19270,7.0,26,13725.5769,1
RP-19390,15.0,34,16114.907500000001,1
RP-19855,32.0,27,11043.0844,1
RP-9270,286.0,6,1274.352,2
RP-9390,677.0,7,5935.98,0
RP-9855,400.0,6,3569.139,0
RR-19315,62.0,21,11765.04038,1
RR-19525,0.0,27,15009.2866,1
RR-9315,232.0,4,1820.85,2
RR-9525,187.0,7,1376.91,2
RS-19420,76.0,28,14047.14948,1
RS-19765,36.0,25,13582.12128,1
RS-19870,77.0,20,7090.9567799999995,1
RS-9420,33.0,7,385.44,2
RS-9765,123.0,6,1524.1499999999999,2
RS-9870,499.0,8,1031.436,0
RW-19540,42.0,25,19423.6885,1
RW-19630,77.0,26,9425.9243,1
RW-19690,15.0,25,11200.142,1
RW-9540,100.0,7,5698.434,2
RW-9630,399.0,2,560.01,0
RW-9690,98.0,8,1398.996,2
SA-10830,10.0,10,872.676,2
SA-20830,63.0,30,15622.37866,1
SB-10170,343.0,5,1647.24,2
SB-10185,78.0,7,1268.436,2
SB-10290,191.0,5,1975.404,2
SB-20170,2.0,15,12950.934,1
SB-20185,74.0,31,21034.46172,1
SB-20290,41.0,22,18538.5328,1
SC-10020,407.0,4,476.334,0
SC-10050,42.0,7,2311.8540000000003,2
SC-10095,225.0,7,918.522,2
SC-10230,194.0,3,1793.907,2
SC-10260,315.0,7,3166.518,2
SC-10305,16.0,7,3207.18,2
SC-10380,275.0,4,1556.16,2
SC-10440,92.0,4,1929.081,2
SC-10575,373.0,2,328.02,0
SC-10680,189.0,4,6344.79,2
SC-10695,413.0,4,1468.8990000000001,0
SC-10725,138.0,7,2944.494,2
SC-10770,184.0,7,2033.208,2
SC-10845,282.0,4,1368.1200000000001,2
SC-20020,8.0,34,10579.47,1
SC-20050,40.0,30,16813.21902,1
SC-20095,75.0,28,25602.61,1
SC-20230,16.0,25,20333.868,1
SC-20260,0.0,26,9366.1924,1
SC-20305,63.0,26,17696.722,1
SC-20380,63.0,37,16122.72424,1
SC-20440,9.0,25,7677.43526,1
SC-20575,78.0,33,9685.4243,1
SC-20680,35.0,31,13477.05528,1
SC-20695,9.0,35,21931.0435,1
SC-20725,7.0,30,13975.42408,1
SC-20770,40.0,32,14495.11408,1
SC-20800,61.0,24,11321.2786,1
SC-20845,8.0,24,9898.62502,1
SD-10485,40.0,8,1157.3429999999998,2
SD-20485,15.0,32,16802.0649,1
SE-10110,78.0,3,613.71,2
SE-20110,9.0,36,29532.62502,1
SF-10065,229.0,8,3861.429,2
SF-10200,316.0,8,2633.3160000000003,2
SF-10965,377.0,6,2476.302,0
SF-20065,62.0,21,7395.746,1
SF-20200,5.0,28,13019.6294,1
SF-20965,48.0,17,6777.6808,2
SG-10080,369.0,6,1078.728,0
SG-10470,128.0,3,3086.67,2
SG-10605,436.0,6,2816.067,0
SG-10890,400.0,6,1424.778,0
SG-20080,3.0,17,10774.5034,1
SG-20470,106.0,28,10730.2773,1
SG-20605,75.0,32,10128.53856,1
SG-20890,16.0,22,11260.30386,1
SH-10395,63.0,4,129.03,2
SH-10635,158.0,4,658.98,2
SH-19975,64.0,29,10893.50994,1
SH-20395,39.0,33,12849.17384,1
SH-20635,32.0,25,13546.7458,1
SH-9975,64.0,8,8058.147,2
SJ-10125,743.0,9,2961.189,0
SJ-10215,337.0,9,1359.252,2
SJ-10500,944.0,3,454.06800000000004,0
SJ-20125,32.0,30,10562.092,1
SJ-20215,100.0,32,14709.69868,1
SJ-20500,253.0,26,12930.791,1
SK-19990,8.0,19,10932.97152,1
SK-9990,352.0,7,2358.858,2
SL-10155,166.0,14,2451.7799999999997,2
SL-20155,34.0,32,14380.691,1
SM-10005,104.0,8,6262.38,2
SM-10320,76.0,7,4045.638,2
SM-10905,132.0,5,1711.992,2
SM-10950,104.0,9,1336.308,2
SM-20005,221.0,22,6801.587500000001,1
SM-20320,73.0,21,31125.29496,1
SM-20905,37.0,17,6918.4824,2
SM-20950,33.0,29,11552.77814,1
SN-10560,13.0,6,1480.104,2
SN-10710,252.0,4,702.24,2
SN-20560,71.0,25,12738.710000000001,1
SN-20710,44.0,24,12703.94056,1
SO-10335,400.0,4,831.498,0
SO-20335,64.0,27,15534.94692,1
SP-10545,18.0,4,418.32,2
SP-10620,139.0,5,299.568,2
SP-10650,169.0,6,770.895,2
SP-10860,398.0,2,503.496,0
SP-10920,107.0,4,896.391,2
SP-20545,16.0,20,6801.1987,1
SP-20620,5.0,31,19113.6707,1
SP-20650,74.0,24,10377.86844,1
SP-20860,79.0,26,12994.59246,1
SP-20920,6.0,28,28124.21286,1
SR-10425,44.0,5,281.20799999999997,2
SR-10740,96.0,4,2154.12,2
SR-20425,8.0,19,12721.24894,1
SR-20740,62.0,33,17220.18,1
SS-10140,341.0,7,3491.6279999999997,2
SS-10410,131.0,10,2348.46,2
SS-10515,674.0,3,424.53,0
SS-10590,597.0,3,940.38,0
SS-10875,250.0,4,556.314,2
SS-20140,15.0,32,20138.603039999998,1
SS-20410,33.0,27,15759.48198,1
SS-20515,0.0,19,7480.62162,1
SS-20590,5.0,26,12181.4264,1
