Product Name,OrderCount,TotalQuantity,TotalSales,TotalProfit,AvgPrice,Cluster_DBSCAN
Bush Advantage Collection Round Conference Table,4,19,3401.6000000000004,210.47400000000002,162.10750000000002,0
"Bush Andora Bookcase, Maple/Graphite Gray Finish",9,34,3317.7235,135.5887,99.99166666666666,0
"Bush Andora Conference Table, Maple/Graphite Gray Finish",4,12,1436.232,-143.6232,119.686,0
"Bush Birmingham Collection Bookcase, Dark Cherry",1,9,825.174,-117.882,91.68599999999999,0
"Bush Classic Bookcase, Metal",23,72,23540.063000000002,5871.783,319.4980956521739,0
"Bush Classic Bookcase, Mobile",19,55,19021.696,3672.576,340.026947368421,0
"Bush Classic Bookcase, Pine",13,50,16754.414,6510.674,333.87803846153844,0
"Bush Classic Bookcase, Traditional",22,79,26535.324,2821.614,336.3967272727273,0
"Bush Corner Shelving, Metal",18,69,6007.900000000001,496.24,92.35888888888888,0
"Bush Corner Shelving, Mobile",22,77,6831.9617,127.24169999999998,96.37761818181819,0
"Bush Corner Shelving, Pine",22,71,6775.4626,2330.5126,96.26491818181817,0
"Bush Corner Shelving, Traditional",13,58,5044.3265,649.5465,86.31611538461539,0
"Bush Cubix Collection Bookcases, Fully Assembled",3,4,729.2339999999999,48.6156,169.41799999999998,0
"Bush Cubix Conference Tables, Fully Assembled",4,19,3603.288,311.82300000000004,184.784,0
"Bush Floating Shelf Set, Metal",20,58,7695.9393,464.94930000000005,135.417345,0
"Bush Floating Shelf Set, Mobile",17,57,8055.7458,961.6758,127.0711588235294,0
"Bush Floating Shelf Set, Pine",20,58,7630.9548,747.7848000000001,137.14659,0
"Bush Floating Shelf Set, Traditional",14,37,4805.8362,653.6562,131.26622142857144,0
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",8,34,3626.0056,-208.65040000000002,108.025925,0
"Bush Library with Doors, Metal",23,88,28516.7142,719.3542,305.68064347826083,0
"Bush Library with Doors, Mobile",24,60,16642.308,2660.9880000000003,288.8865,0
"Bush Library with Doors, Pine",11,41,9028.3923,-1949.6277,249.20964545454544,0
"Bush Library with Doors, Traditional",22,64,15260.1504,-205.98960000000014,268.7136,0
Bush Mission Pointe Library,3,6,748.8607999999999,24.156800000000004,124.81013333333333,0
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",1,1,119.833,-12.6882,119.833,0
Bush Somerset Collection Bookcase,4,12,1263.9569999999999,-56.3214,103.14675,0
"Bush Stackable Bookrack, Mobile",13,64,6443.1050000000005,1674.555,94.691,0
"Bush Stackable Bookrack, Pine",44,165,15633.668,2480.208,93.85810227272728,0
"Bush Stackable Bookrack, Traditional",20,64,6732.1976,363.6676,100.773915,0
"Bush Westfield Collection Bookcases, Dark Cherry Finish",3,14,649.376,-97.4064,44.45133333333333,0
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",1,3,90.882,-190.8522,30.294,0
"Bush Westfield Collection Bookcases, Fully Assembled",6,18,1473.2982000000002,73.71539999999999,81.2889,0
"Bush Westfield Collection Bookcases, Medium Cherry Finish",9,32,1426.8878,-20.293000000000013,44.6446,0
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,8,31,137.17000000000002,47.7257,4.13875,0
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",4,13,514.556,23.538199999999996,46.529,0
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7,28,136.344,56.1184,4.798857142857143,0
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",4,21,85.995,15.0969,3.822,0
Cameo Buff Policy Envelopes,8,28,1555.75,632.2568,56.007,0
"Cameo Business Envelopes, Recycled",33,113,1644.2595000000001,157.1395,15.543727272727272,0
"Cameo Business Envelopes, Security-Tint",27,89,1246.955,290.935,13.81111111111111,0
"Cameo Business Envelopes, Set of 50",22,72,1178.858,355.688,16.59986956521739,0
"Cameo Clasp Envelope, Recycled",25,83,538.0725,-1.667500000000004,6.634704,0
"Cameo Clasp Envelope, Security-Tint",28,94,866.9289,121.7889,9.767617857142856,0
"Cameo Clasp Envelope, Set of 50",13,55,404.809,56.299,7.437307692307693,0
"Cameo Clasp Envelope, with clear poly window",14,51,565.5,156.93,10.719642857142857,0
"Cameo Interoffice Envelope, Recycled",23,76,2810.0135,789.8235,37.2185,0
"Cameo Interoffice Envelope, Security-Tint",18,57,2105.6497,293.0197,36.66196111111111,0
"Cameo Interoffice Envelope, Set of 50",22,81,2764.3785,826.1385,35.84558181818182,0
"Cameo Interoffice Envelope, with clear poly window",18,59,2124.5995,-105.8005,36.24533333333333,0
"Cameo Mailers, Recycled",18,69,2388.848,710.718,32.44266666666667,0
"Cameo Mailers, Security-Tint",13,68,1970.1344000000001,262.68440000000004,27.341600000000003,0
"Cameo Mailers, Set of 50",15,52,1358.2415999999998,264.3516,30.09552,0
"Cameo Mailers, with clear poly window",22,79,2409.982,-48.878,31.079136363636362,0
"Cameo Manila Envelope, Recycled",20,72,1463.118,434.358,20.6357,0
"Cameo Manila Envelope, Security-Tint",16,62,1608.964,612.844,25.290125,0
"Cameo Manila Envelope, Set of 50",20,78,1647.0,80.19,21.375,0
"Cameo Manila Envelope, with clear poly window",18,60,1377.354,349.974,23.979555555555557,0
"Cameo Peel and Seal, Recycled",13,55,932.5799999999999,-4.469999999999995,17.484923076923078,0
"Cameo Peel and Seal, Security-Tint",17,45,870.87,10.11,18.710823529411766,0
"Cameo Peel and Seal, Set of 50",19,68,1074.22,45.989999999999995,16.313684210526315,0
"Cameo Peel and Seal, with clear poly window",17,51,1102.664,411.084,21.55670588235294,0
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1,3,1007.979,43.1991,335.993,0
"Canon Copy Machine, Color",21,82,16956.27712,1625.59712,203.15742285714285,0
"Canon Copy Machine, Digital",19,58,12183.76476,-861.7952399999999,195.59099368421053,0
"Canon Copy Machine, High-Speed",21,56,11415.0412,1523.5412000000001,205.44545142857143,0
"Canon Copy Machine, Laser",18,64,13033.42604,1515.10604,193.7991311111111,0
"Canon Fax Machine, Color",17,50,10114.94358,-1629.57642,210.87457999999998,0
"Canon Fax Machine, Digital",25,72,17373.76688,187.16688000000005,254.5003272,0
"Canon Fax Machine, High-Speed",22,82,22340.48994,2011.5899399999998,265.8204763636364,0
"Canon Fax Machine, Laser",14,42,10926.72028,1869.96028,247.79838857142857,0
"Canon Fax and Copier, Color",15,35,5619.92256,1235.68256,158.20811999999998,0
"Canon Fax and Copier, Digital",20,65,10275.742559999999,2554.19256,153.821658,0
"Canon Fax and Copier, High-Speed",16,54,8258.63688,987.14688,156.0940875,0
"Canon Fax and Copier, Laser",17,65,10618.34952,3299.73952,155.60068941176473,0
Canon Image Class D660 Copier,2,7,3959.9339999999997,1691.9718,539.991,0
Canon Imageclass D680 Copier / Fax,5,16,8959.872,2799.96,559.992,0
"Canon Ink, Color",14,46,5553.10548,1399.60548,126.58452857142858,0
"Canon Ink, Digital",22,76,8740.268039999999,1345.5980399999999,115.21235727272727,0
"Canon Ink, High-Speed",14,37,4448.1945,530.5045,128.33020714285712,0
"Canon Ink, Laser",15,48,6459.2964,2668.2264,130.45991999999998,0
Canon PC-428 Personal Copier,6,25,4119.794,1469.9265,159.992,0
Canon PC1060 Personal Laser Copier,4,19,11619.834,4570.9347,594.9915,0
Canon PC1080F Personal Copier,4,11,5999.900000000001,1973.9671,569.9905,0
Canon PC170 Desktop Personal Copier,2,6,575.82,67.179,95.97000000000001,0
Canon PC940 Copier,3,15,5669.874,2092.4535,359.992,0
"Canon Personal Copier, Color",24,63,7056.45756,567.23756,106.71723000000001,0
"Canon Personal Copier, Digital",17,53,5626.28808,931.31808,110.57621647058824,0
"Canon Personal Copier, High-Speed",21,82,9083.1132,-260.00679999999994,119.07864000000001,0
"Canon Personal Copier, Laser",15,50,6269.1408,1908.1408,119.850848,0
"Canon Wireless Fax, Color",21,97,26585.7144,2615.2344,266.45613333333336,0
"Canon Wireless Fax, Digital",15,49,16016.9698,3068.5898,336.08172,0
"Canon Wireless Fax, High-Speed",16,63,19595.71504,1186.25504,291.0144325,0
"Canon Wireless Fax, Laser",17,66,21928.95792,7991.54792,329.5381458823529,0
Canvas Sectional Post Binders,6,28,422.63599999999997,59.0672,16.973333333333333,0
"Cardinal 3-Hole Punch, Clear",34,131,3232.002,649.332,24.021,0
"Cardinal 3-Hole Punch, Durable",42,149,3833.657,1346.797,25.61792857142857,0
"Cardinal 3-Hole Punch, Economy",46,145,3559.776,1021.5360000000001,23.904,0
"Cardinal 3-Hole Punch, Recycled",35,147,3545.856,529.506,23.161371428571428,0
"Cardinal Binder Covers, Clear",37,119,1075.903,168.34300000000002,9.022236842105263,0
"Cardinal Binder Covers, Durable",31,109,1321.29,405.99,12.170322580645161,0
"Cardinal Binder Covers, Economy",43,131,1307.6,-90.4,9.757209302325581,0
"Cardinal Binder Covers, Recycled",36,116,1130.7752,324.8952,9.955522222222221,0
"Cardinal Binder, Clear",34,135,1458.7104,133.37040000000002,10.862620588235293,0
"Cardinal Binder, Durable",33,96,1299.473,107.063,13.467172727272727,0
"Cardinal Binder, Economy",45,134,1442.1002,356.1702,11.04760888888889,0
"Cardinal Binder, Recycled",43,143,1616.1464,141.0564,11.5049,0
"Cardinal Binding Machine, Clear",49,171,7577.6457,2804.8257,44.31369795918368,0
"Cardinal Binding Machine, Durable",33,87,3987.097,1000.0070000000001,46.350151515151516,0
"Cardinal Binding Machine, Economy",52,174,7012.7589,1109.4589,40.275415384615386,0
"Cardinal Binding Machine, Recycled",34,112,4269.5721,527.7021,39.8435205882353,0
Cardinal EasyOpen D-Ring Binders,8,40,209.306,26.506000000000004,6.855,0
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",9,41,136.728,4.367700000000002,3.4463333333333335,0
Cardinal Hold-It CD Pocket,4,12,38.304,-12.4488,3.99,0
Cardinal Holdit Business Card Pockets,8,25,87.648,22.908,3.79725,0
Cardinal Holdit Data Disk Pockets,3,16,100.464,38.7296,6.309333333333334,0
"Cardinal Hole Reinforcements, Clear",42,122,445.888,116.658,3.6826666666666665,0
"Cardinal Hole Reinforcements, Durable",32,92,532.836,78.806,5.541090909090909,0
"Cardinal Hole Reinforcements, Economy",35,112,447.13599999999997,74.196,3.697314285714286,0
"Cardinal Hole Reinforcements, Recycled",44,168,791.35,183.91,4.818822222222223,0
"Cardinal Index Tab, Clear",92,337,1922.8302,556.3702,5.757367391304348,0
"Cardinal Index Tab, Durable",41,112,694.817,220.96699999999998,6.2378682926829265,0
"Cardinal Index Tab, Economy",45,169,1173.694,376.384,7.1306400000000005,0
Cardinal Poly Pocket Divider Pockets for Ring Binders,4,15,40.32,12.6,2.688,0
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",10,37,179.014,5.387800000000001,5.1271,0
Cardinal Slant-D Ring Binders,5,17,119.922,46.057,7.1258,0
"Career Cubicle Clock, 8 1/4"", Black",3,10,194.68800000000002,68.952,18.928,0
"Carina 42""Hx23 3/4""W Media Storage Unit",8,22,1635.796,-110.1328,72.882,0
Carina Double Wide Media Storage Towers in Natural & Black,12,39,3028.652,-3.239200000000003,75.58133333333333,0
Carina Media Storage Towers in Natural & Black,5,20,1073.248,-121.96000000000001,53.662400000000005,0
"Carina Mini System Audio Rack, Model AR050B",6,26,2730.108,-68.8076,103.58133333333335,0
Case Logic 2.4GHz Wireless Keyboard,8,27,1229.754,-11.997600000000006,46.24075,0
Catalog Binders with Expanding Posts,8,36,1089.936,-242.208,32.799,0
Cherry 142-key Programmable Keyboard,1,4,479.72,52.7692,119.93,0
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",6,22,5098.176,-404.00640000000004,219.104,0
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",6,11,4297.644,-611.5877999999999,367.32,0
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,5,27,9917.64,-2876.1156,396.70560000000006,0
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",6,18,3354.89,100.211,177.91083333333333,0
"Chromcraft Coffee Table, Adjustable Height",6,16,2917.2,60.780000000000015,202.708,0
"Chromcraft Coffee Table, Fully Assembled",4,19,1226.424,-1960.696,86.163,0
"Chromcraft Coffee Table, Rectangular",4,11,1442.3970000000002,-238.323,137.84375,0
"Chromcraft Coffee Table, with Bottom Storage",3,7,1367.5008,-312.5592,225.24589999999998,0
"Chromcraft Computer Table, Adjustable Height",7,22,7582.967,3009.1070000000004,312.995,0
"Chromcraft Computer Table, Fully Assembled",4,11,2550.76,376.61,218.7425,0
"Chromcraft Computer Table, Rectangular",1,6,1411.2,405.72,235.20000000000002,0
"Chromcraft Computer Table, with Bottom Storage",8,43,13829.1036,70.02359999999999,306.5209875,0
"Chromcraft Conference Table, Adjustable Height",3,10,4520.11,90.20000000000005,417.98866666666663,0
"Chromcraft Conference Table, Fully Assembled",2,12,8042.088,996.408,670.174,0
"Chromcraft Conference Table, Rectangular",8,20,10210.815999999999,-910.944,554.778,0
"Chromcraft Conference Table, with Bottom Storage",9,22,13700.919,-1850.331,630.2616666666667,0
Chromcraft Rectangular Conference Tables,9,30,4952.673,-450.243,160.61299999999997,0
Chromcraft Round Conference Tables,13,61,8209.059,-189.97609999999997,129.3768076923077,0
"Chromcraft Round Table, Adjustable Height",11,31,8312.690200000001,-1214.0498,278.5876090909091,0
"Chromcraft Round Table, Fully Assembled",3,14,3576.751,-1823.079,223.87233333333333,0
"Chromcraft Round Table, Rectangular",3,11,3252.69,-641.31,340.758,0
"Chromcraft Round Table, with Bottom Storage",5,18,4881.195,186.615,260.019,0
"Chromcraft Training Table, Adjustable Height",1,1,38.144,-87.736,38.144,0
"Chromcraft Training Table, Fully Assembled",2,4,606.8656000000001,-70.45439999999999,151.71640000000002,0
"Chromcraft Training Table, Rectangular",3,14,2141.9106,-1108.2094,134.1626,0
"Chromcraft Training Table, with Bottom Storage",3,12,2146.2084,-536.8416,192.0989,0
"Chromcraft Wood Table, Adjustable Height",3,14,4944.0419999999995,872.202,280.05466666666666,0
"Chromcraft Wood Table, Fully Assembled",3,9,2807.142,164.442,341.4818333333333,0
"Chromcraft Wood Table, Rectangular",3,20,4724.0856,-665.7544,276.8519,0
"Chromcraft Wood Table, with Bottom Storage",5,13,4149.672,-310.648,303.9876,0
Cisco 8961 IP Phone Charcoal,1,3,224.937,-164.9538,74.979,0
Cisco 8x8 Inc. 6753i IP Business Phone System,6,26,2645.804,83.69380000000001,112.49166666666667,0
Cisco 9971 IP Video Phone Charcoal,2,16,4268.0,466.4,286.0,0
"Cisco Audio Dock, Cordless",17,58,8102.5779999999995,-217.472,148.84247058823527,0
"Cisco Audio Dock, Full Size",23,84,12898.1536,1278.5536,144.0040347826087,0
"Cisco Audio Dock, VoIP",17,58,8913.696,2519.016,145.01364705882352,0
"Cisco Audio Dock, with Caller ID",19,64,9610.2615,2488.8015,154.12065789473684,0
Cisco CP-7937G Unified IP Conference Station Phone,2,4,1391.4,-55.656,347.85,0
Cisco Desktop Collaboration Experience DX650 IP Video Phone,1,5,385.8,130.2075,77.16,0
"Cisco Headset, Cordless",20,72,4965.8717,32.26169999999997,66.474335,0
"Cisco Headset, Full Size",17,68,5323.0827,1372.1027,77.6428411764706,0
"Cisco Headset, VoIP",13,38,2963.3942,56.554199999999994,78.83709999999999,0
"Cisco Headset, with Caller ID",25,81,6276.8816,2079.0816,79.44270399999999,0
Cisco IP Phone 7961G-GE VoIP phone,4,15,2252.432,-119.119,140.777,0
Cisco IP Phone 7961G VoIP phone - Dark gray,3,12,1386.69,228.39600000000002,126.88666666666666,0
"Cisco Office Telephone, Cordless",16,53,3782.274,613.414,64.3916875,0
"Cisco Office Telephone, Full Size",14,55,3719.8975,608.8475,64.50464285714285,0
"Cisco Office Telephone, VoIP",26,93,4420.8525,472.04249999999996,48.433269230769234,0
"Cisco Office Telephone, with Caller ID",17,48,2758.437,-46.44300000000001,61.21270588235294,0
Cisco SPA 501G IP Phone,1,3,213.48,16.011,71.16,0
Cisco SPA 502G IP Phone,5,21,2063.14,299.875,100.758,0
Cisco SPA112 2 Port Phone Adapter,3,11,516.53,87.37049999999999,47.623333333333335,0
Cisco SPA301,9,30,4180.532,904.742,131.7248888888889,0
Cisco SPA508G,5,15,910.662,207.86849999999998,58.0712,0
Cisco SPA525G2 5-Line IP Phone,1,8,1379.92,648.5624,172.49,0
Cisco SPA525G2 IP Phone - Wireless,5,26,426.93,43.092,15.959999999999999,0
"Cisco Signal Booster, Cordless",17,71,8983.814400000001,-449.2356000000001,128.56637647058824,0
"Cisco Signal Booster, Full Size",21,58,7807.5888,334.3788,129.49577142857143,0
"Cisco Signal Booster, VoIP",27,110,13915.872,2082.292,122.00488888888889,0
"Cisco Signal Booster, with Caller ID",26,94,10693.3869,777.4869,119.77051153846153,0
Cisco Small Business SPA 502G VoIP phone,4,11,882.102,58.4649,76.9275,0
"Cisco Smart Phone, Cordless",27,89,41021.524,4020.8239999999996,445.178,0
"Cisco Smart Phone, with Caller ID",27,85,43127.5008,9786.640800000001,496.65700740740743,0
"Cisco Speaker Phone, Cordless",20,75,8996.125600000001,1244.2056,119.04697000000002,0
"Cisco Speaker Phone, Full Size",22,65,7063.9758,469.2258,106.81816363636364,0
"Cisco Speaker Phone, VoIP",25,65,6540.0421,729.2521,103.90902399999999,0
"Cisco Speaker Phone, with Caller ID",25,81,8826.2536,1176.4135999999999,109.36227199999999,0
Cisco Unified IP Phone 7945G VoIP phone,6,26,6751.602,102.29699999999998,261.4256666666667,0
Clarity 53712,4,14,752.286,68.6296,56.091499999999996,0
Classic Ivory Antique Telephone ZL1810,2,4,341.666,40.196,90.441,0
Clear Mylar Reinforcing Strips,7,29,377.538,90.27269999999999,10.947000000000001,0
ClearOne CHATAttach 160 - speaker phone,4,13,6695.892,1053.9830000000002,495.992,0
ClearOne Communications CHAT 70 OC Speaker Phone,4,12,1685.294,273.4628,143.091,0
ClearSounds CSC500 Amplified Spirit Phone Corded phone,6,19,1119.84,162.3768,60.657999999999994,0
Clearsounds A400,3,11,488.326,-48.8326,43.99333333333334,0
Col-Erase Pencils with Erasers,2,7,37.696,7.478400000000001,5.4719999999999995,0
Color-Coded Legal Exhibit Labels,2,3,14.73,7.2177,4.91,0
Colored Envelopes,5,16,50.922,19.0404,3.2472000000000003,0
Colored Push Pins,5,15,24.978,7.602,1.6652,0
Coloredge Poster Frame,6,21,298.2,116.298,14.200000000000001,0
Colorific Watercolor Pencils,3,11,51.6,11.3004,4.816,0
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7,17,50.57,1.6338000000000008,3.000857142857143,0
Compact Automatic Electric Letter Opener,8,26,2982.75,-57.268800000000006,113.3445,0
"Companion Letter/Legal File, Black",5,17,611.712,149.5296,34.7392,0
Computer Printout Index Tabs,4,15,11.088,-2.016,0.84,0
Computer Printout Paper with Letter-Trim Fine Perforations,1,4,191.6,91.968,47.9,0
Computer Printout Paper with Letter-Trim Perforations,7,24,405.95799999999997,169.2124,17.343999999999998,0
"Computer Room Manger, 14""",7,22,636.6080000000001,179.28959999999998,27.84,0
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",4,12,546.816,61.5168,45.568,0
Contemporary Borderless Frame,2,6,36.162,3.6162,6.027,0
Contemporary Wood/Metal Frame,4,18,193.92,4.847999999999998,10.504,0
"Contico 72""H Heavy-Duty Storage System",5,16,598.308,-57.372,37.7016,0
"Contract Clock, 14"", Brown",5,21,334.096,29.4532,15.8256,0
Convenience Packs of Business Envelopes,6,18,58.644,24.109199999999998,3.2579999999999996,0
Crate-A-Files,7,18,176.57999999999998,31.392,9.654285714285715,0
"Crayola Anti Dust Chalk, 12/Pack",7,35,59.696,24.661,1.664,0
Crayola Colored Pencils,11,40,120.704,32.8,2.922181818181818,0
"Cuisinart Blender, Black",14,41,2239.2396,-100.36040000000001,53.5788,0
"Cuisinart Blender, Red",11,49,2439.7758,204.11580000000004,55.7844,0
"Cuisinart Blender, Silver",11,37,2154.132,185.232,55.83418181818181,0
"Cuisinart Blender, White",10,40,1841.4422,182.23219999999998,52.407939999999996,0
"Cuisinart Coffee Grinder, Black",13,43,1364.368,352.448,29.26153846153846,0
"Cuisinart Coffee Grinder, Red",13,42,1226.511,291.591,31.086,0
"Cuisinart Coffee Grinder, Silver",14,41,1330.8927999999999,144.7128,32.08777142857143,0
"Cuisinart Coffee Grinder, White",10,33,962.2375,161.80749999999998,26.815250000000002,0
"Cuisinart Microwave, Black",12,40,6988.9335,-551.6265,192.59320833333334,0
"Cuisinart Microwave, Red",9,31,7769.034,1316.964,244.426,0
"Cuisinart Microwave, Silver",10,30,7324.6089999999995,975.289,253.1504,0
"Cuisinart Microwave, White",12,32,7666.43,43.029999999999994,244.94466666666668,0
"Cuisinart Refrigerator, Black",9,39,14221.137,2151.797,374.38533333333334,0
"Cuisinart Refrigerator, Red",8,23,8747.544,1678.284,392.72999999999996,0
"Cuisinart Refrigerator, Silver",10,28,10814.333,498.233,385.87129999999996,0
"Cuisinart Refrigerator, White",6,14,6202.460999999999,1497.381,463.74309999999997,0
"Cuisinart Stove, Black",8,32,12432.0864,2215.2264,407.54695000000004,0
"Cuisinart Stove, Red",11,40,16364.016,4101.456,401.7600818181818,0
"Cuisinart Stove, Silver",12,41,16099.328,2550.998,426.74,0
"Cuisinart Stove, White",12,27,11906.9579,106.88790000000006,427.50490833333333,0
"Cuisinart Toaster, Black",6,13,558.871,71.521,42.89966666666667,0
"Cuisinart Toaster, Red",11,27,1049.598,73.158,39.690000000000005,0
"Cuisinart Toaster, Silver",10,38,1781.1599,352.16990000000004,43.89203,0
"Cuisinart Toaster, White",12,41,1451.68,177.23000000000002,37.553333333333335,0
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,6,17,65.34,3.9105000000000003,3.9600000000000004,0
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,5,11,119.508,-20.5242,10.9116,0
DAX Black Cherry Wood-Tone Poster Frame,8,24,455.456,61.433600000000006,20.522000000000002,0
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7,23,168.744,48.821999999999996,7.854857142857143,0
DAX Clear Channel Poster Frame,3,10,119.55600000000001,27.701999999999998,11.664000000000001,0
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",5,15,291.45599999999996,97.152,19.4304,0
"DAX Copper Panel Document Frame, 5 x 7 Size",5,18,171.088,39.75279999999999,10.064,0
DAX Cubicle Frames - 8x10,5,26,125.786,20.772,5.0775999999999994,0
"DAX Cubicle Frames, 8-1/2 x 11",4,17,145.69,52.4484,8.57,0
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",5,17,196.248,55.1004,12.0768,0
"DAX Metal Frame, Desktop, Stepped-Edge",5,11,161.92,26.1096,15.382399999999999,0
DAX Natural Wood-Tone Poster Frame,5,23,513.712,123.9264,21.184,0
DAX Solid Wood Frames,3,13,113.332,33.3157,9.118666666666668,0
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",8,25,216.144,73.944,8.532,0
DAX Two-Tone Silver Metal Document Frame,6,13,234.784,84.8056,17.54133333333333,0
"DAX Value U-Channel Document Frames, Easel Back",10,36,175.938,52.4832,4.671799999999999,0
DAX Wood Document Frame,9,40,477.804,126.316,12.204444444444444,0
DAX Wood Document Frame.,4,16,159.268,7.6888000000000005,8.9245,0
DIXON Oriole Pencils,6,19,44.891999999999996,8.617199999999999,2.322,0
DIXON Ticonderoga Erasable Checking Pencils,7,20,94.86,26.784,4.942285714285715,0
DMI Arturo Collection Mission-style Design Wood Chair,11,37,4619.987999999999,486.15560000000005,122.15654545454545,0
DMI Eclipse Executive Suite Bookcases,6,27,11046.609,90.17640000000002,409.13366666666667,0
DXL Angle-View Binders with Locking Rings by Samsill,10,35,215.109,66.6915,5.8596,0
"DXL Angle-View Binders with Locking Rings, Black",4,26,124.592,42.0498,4.792,0
DYMO CardScan Personal V9 Business Card Scanner,3,11,1343.916,463.97100000000006,111.99300000000001,0
"Dana Fluorescent Magnifying Lamp, White, 36""",4,14,581.172,81.568,38.235,0
Dana Halogen Swing-Arm Architect Lamp,6,28,1114.384,288.4288,38.23866666666667,0
Dana Swing-Arm Lamps,7,15,108.936,-11.214,7.018285714285715,0
"Dania 3-Shelf Cabinet, Metal",12,43,4541.999,280.6190000000001,102.94258333333333,0
"Dania 3-Shelf Cabinet, Mobile",19,56,7227.294,-100.26599999999999,127.04721052631578,0
"Dania 3-Shelf Cabinet, Pine",20,70,7484.624,398.824,100.41220000000001,0
"Dania 3-Shelf Cabinet, Traditional",13,41,4789.0255,706.1955,118.38276923076924,0
"Dania Classic Bookcase, Metal",15,51,17612.112,2654.862,321.7948,0
"Dania Classic Bookcase, Mobile",19,47,14794.0464,807.8064,310.25002105263155,0
"Dania Classic Bookcase, Pine",22,88,25630.494599999998,6565.0146,300.2783318181818,0
"Dania Classic Bookcase, Traditional",16,56,15047.508,4543.898,278.9745,0
"Dania Corner Shelving, Metal",22,85,7417.381,1923.621,83.41377272727273,0
"Dania Corner Shelving, Mobile",17,57,5444.1677,706.6877,93.54021764705882,0
"Dania Corner Shelving, Pine",20,88,6999.1482000000005,417.3982,82.36228,0
"Dania Corner Shelving, Traditional",20,89,9698.0546,1637.2646,107.80815499999999,0
"Dania Floating Shelf Set, Metal",19,68,9772.4109,2310.4509,144.49543684210528,0
"Dania Floating Shelf Set, Mobile",15,47,5474.0595,676.1295,119.35416666666667,0
"Dania Floating Shelf Set, Pine",11,32,3641.6,-302.05999999999995,121.45563636363636,0
"Dania Floating Shelf Set, Traditional",17,58,6479.331,-765.909,116.8515,0
"Dania Library with Doors, Metal",19,63,16910.924,780.3039999999999,282.5047368421053,0
"Dania Library with Doors, Mobile",18,56,14971.4512,552.4012,300.65353333333337,0
"Dania Library with Doors, Pine",20,69,17708.5625,1751.0225,264.021875,0
"Dania Library with Doors, Traditional",24,76,21495.152,3263.712,292.336,0
"Dania Stackable Bookrack, Mobile",18,63,5418.861,1421.221,90.96733333333333,0
"Dania Stackable Bookrack, Pine",32,126,12629.124,1939.784,97.141209375,0
"Dania Stackable Bookrack, Traditional",24,80,7829.9175,2436.3775,94.73843749999999,0
"DataProducts Ampli Magnifier Task Lamp, Black,",5,21,508.728,99.5808,23.812800000000003,0
Dax Clear Box Frame,6,14,96.03,15.364799999999999,6.984000000000001,0
Decoflex Hanging Personal Folder File,1,3,46.26,12.0276,15.42,0
"Decoflex Hanging Personal Folder File, Blue",9,35,518.112,124.131,14.734666666666666,0
"Deflect-O Clock, Black",24,102,3312.2427000000002,-804.5273,32.939075,0
"Deflect-O Clock, Duo Pack",14,58,2555.6059,507.6459,42.91044285714286,0
"Deflect-O Clock, Durable",27,82,2912.9880000000003,135.49799999999996,36.52777777777778,0
"Deflect-O Clock, Erganomic",25,74,2853.7607,575.0907,39.294052,0
"Deflect-O Door Stop, Black",26,89,2530.348,-554.632,32.703307692307696,0
"Deflect-O Door Stop, Duo Pack",15,50,1788.4197,475.34970000000004,36.36203999999999,0
"Deflect-O Door Stop, Durable",15,55,1974.5529999999999,578.633,36.10793333333333,0
"Deflect-O Door Stop, Erganomic",18,76,2499.5685,557.9485,30.80806666666667,0
"Deflect-O Frame, Black",20,85,6739.95,1526.35,78.27512,0
"Deflect-O Frame, Duo Pack",18,59,4879.632,-527.328,89.07905555555556,0
"Deflect-O Frame, Durable",23,77,6745.41,2203.17,81.62147826086957,0
"Deflect-O Frame, Erganomic",24,84,7106.364,-337.026,90.70091666666667,0
